AMZN,META,NFLX,NVDA,TSLA
94.90049743652344,209.34979248046875,329.80999755859375,5.973633289337158,28.68400001525879
93.74849700927734,208.24208068847656,325.8999938964844,5.8780198097229,29.534000396728516
95.14399719238281,212.16403198242188,335.8299865722656,5.9026689529418945,30.1026668548584
95.34300231933594,212.62307739257812,330.75,5.9741315841674805,31.270666122436523
94.59850311279297,214.77865600585938,339.260009765625,5.985335826873779,32.80933380126953
95.05249786376953,217.8523406982422,335.6600036621094,6.0510711669921875,32.089332580566406
94.15799713134766,217.61280822753906,329.04998779296875,6.08344030380249,31.876667022705078
94.56500244140625,221.45492553710938,338.9200134277344,6.274170398712158,34.990665435791016
93.47200012207031,218.6107635498047,338.69000244140625,6.157142639160156,35.861331939697266
93.10099792480469,220.6964874267578,339.07000732421875,6.114564895629883,34.56666564941406
93.89700317382812,221.31521606445312,338.6199951171875,6.198227405548096,34.232666015625
93.23600006103516,221.6844482421875,339.6700134277344,6.206942558288574,34.03333282470703
94.5999984741211,220.98590087890625,338.1099853515625,6.173576831817627,36.47999954223633
94.37300109863281,220.86614990234375,326.0,6.227607727050781,37.97066879272461
94.22899627685547,219.309326171875,349.6000061035156,6.296082019805908,38.14666748046875
93.08200073242188,217.49307250976562,353.1600036621094,6.236821174621582,37.654666900634766
91.41699981689453,214.42935180664062,342.8800048828125,5.980854034423828,37.201332092285156
92.6624984741211,217.34336853027344,348.5199890136719,6.174322605133057,37.793331146240234
92.9000015258789,222.772216796875,343.1600036621094,6.11381721496582,38.732666015625
93.53399658203125,209.10031127929688,347.739990234375,6.120540142059326,42.72066879272461
100.43599700927734,201.49594116210938,345.0899963378906,5.886981964111328,43.371334075927734
100.20999908447266,203.77127075195312,358.0,5.984091758728027,52.0
102.4834976196289,209.3997039794922,369.010009765625,6.153407573699951,59.137332916259766
101.99349975585938,209.67913818359375,369.6700134277344,6.2437920570373535,48.97999954223633
102.5114974975586,210.4176025390625,366.95001220703125,6.330691337585449,49.930667877197266
103.96399688720703,211.89456176757812,366.7699890136719,6.264458656311035,49.871334075927734
